Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
915 kg (114.38 kg),27 ans,26 ans,200 cm,France : 53% (8/15) Australia : 13% (2/15) England : 13% (2/15) Tonga : 7% (1/15) Georgia : 7% (1/15) New Zealand : 7% (1/15),France : 70% (16/23) Australia : 9% (2/23) England : 9% (2/23) Tonga : 4% (1/23) Georgia : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,912 kg (114.00 kg),26 ans,26 ans,199 cm,France : 73% (11/15) Australia : 7% (1/15) Germany : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15),France : 70% (16/23) Australia : 4% (1/23) Germany : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris," Date :  Saturday, November 25, 2023 Kick Off : 17:00 Venue : Stade du Hameau Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,32_6_78,0,,3,21_41_52,1,37,3,7_33_79,0,,30 - 6
938 kg (117.25 kg),28 ans,27 ans,203 cm,France : 47% (7/15) South Africa : 20% (3/15) Georgia : 7% (1/15) United-States : 7% (1/15) England : 7% (1/15) Italy : 7% (1/15) New Zealand : 7% (1/15),France : 52% (12/23) South Africa : 13% (3/23) New Zealand : 13% (3/23) Georgia : 4% (1/23) United-States : 4% (1/23) England : 4% (1/23) Italy : 4% (1/23) Canada : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier,919 kg (114.88 kg),29 ans,28 ans,204 cm,France : 67% (10/15) New Zealand : 13% (2/15) Australia : 7% (1/15) Argentina : 7% (1/15) Ireland : 7% (1/15),France : 70% (16/23) New Zealand : 9% (2/23) Argentina : 9% (2/23) Australia : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Oyonnax," Date :  Saturday, November 25, 2023 Kick Off : 17:00 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,25_79_5,4,17_57_74_36,0,,0,,3,6_26_80,3,18_37_58,21 - 26
919 kg (114.88 kg),27 ans,27 ans,200 cm,France : 60% (9/15) New Zealand : 13% (2/15) Georgia : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15),France : 65% (15/23) New Zealand : 13% (3/23) Georgia : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon,936 kg (117.00 kg),27 ans,27 ans,199 cm,France : 60% (9/15) Argentina : 20% (3/15) Tonga : 7% (1/15) Georgia : 7% (1/15) Italy : 7% (1/15),France : 57% (13/23) Argentina : 17% (4/23) Tonga : 4% (1/23) Georgia : 4% (1/23) Italy : 4% (1/23) Uruguay : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 2 / 23 (9 %),Bayonne," Date :  Saturday, November 25, 2023 Kick Off : 17:00 Venue : Matmut Stadium de Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,28_19_45_74_78,4,48_51_53_83,2,17_52,1,12,4,20_29_46_75,3,49_52_84,42 - 29
957 kg (119.63 kg),28 ans,27 ans,208 cm,France : 73% (11/15) Australia : 13% (2/15) New Zealand : 7% (1/15) Argentina : 7% (1/15),France : 70% (16/23) Australia : 9% (2/23) New Zealand : 4% (1/23) Argentina : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23) United-States : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse,898 kg (112.25 kg),25 ans,27 ans,198 cm,France : 67% (10/15) Fiji : 13% (2/15) Moldova : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15),France : 74% (17/23) Fiji : 9% (2/23) Moldova : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont," Date :  Saturday, November 25, 2023 Kick Off : 21:05 Venue : Stade Ernest-Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,26_55_70_81,1,67,1,62,1,18,4,27_56_71_82,1,68,31 - 10
894 kg (111.75 kg),28 ans,27 ans,196 cm,France : 53% (8/15) Georgia : 7% (1/15) Portugal : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15) England : 7% (1/15),France : 57% (13/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Fiji : 9% (2/23) Georgia : 4% (1/23) Portugal : 4% (1/23) Argentina : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Racing 92,909 kg (113.63 kg),28 ans,27 ans,199 cm,France : 73% (11/15) Ireland : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15),France : 70% (16/23) New Zealand : 13% (3/23) Ireland : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle," Date :  Sunday, November 26, 2023 Kick Off : 21:05 Venue : Paris La Défense Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,32_5_78,1,47,2,15_57,1,9,2,6_33,1,48,32 - 10
921 kg (115.13 kg),27 ans,26 ans,202 cm,France : 60% (9/15) South Africa : 13% (2/15) Fiji : 13% (2/15) Cameroon : 7% (1/15) Georgia : 7% (1/15),France : 52% (12/23) Fiji : 13% (3/23) South Africa : 9% (2/23) England : 9% (2/23) Cameroon : 4% (1/23) Georgia : 4% (1/23) Samoa : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,912 kg (114.00 kg),28 ans,24 ans,205 cm,France : 60% (9/15) Georgia : 13% (2/15) Tonga : 7% (1/15) England : 7% (1/15) Spain : 7% (1/15) Australia : 7% (1/15),France : 70% (16/23) Georgia : 9% (2/23) England : 9% (2/23) Tonga : 4% (1/23) Spain : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau," Date :  Saturday, December 2, 2023 Kick Off : 15:00 Venue : Stade Mayol Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,43_83_4_10_73,2,25_59,1,22,1,69,4,5_11_44_84,0,,36 - 13
986 kg (123.25 kg),28 ans,28 ans,203 cm,France : 53% (8/15) New Zealand : 20% (3/15) Argentina : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),France : 65% (15/23) New Zealand : 17% (4/23) Argentina : 4% (1/23) Ireland : 4% (1/23) South Africa : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle,931 kg (116.38 kg),26 ans,29 ans,197 cm,France : 27% (4/15) Argentina : 20% (3/15) Italy : 13% (2/15) Fiji : 13% (2/15) South Africa : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15),France : 30% (7/23) Argentina : 13% (3/23) Samoa : 13% (3/23) Italy : 9% (2/23) South Africa : 9% (2/23) Australia : 9% (2/23) Fiji : 9% (2/23) England : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 23 (57%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Perpignan," Date :  Saturday, December 2, 2023 Kick Off : 17:00 Venue : Stade Marcel-Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,64_30_57_72,0,,0,,2,9_33,4,31_58_65_73,0,,35 - 6
933 kg (116.63 kg),31 ans,26 ans,200 cm,France : 47% (7/15) Fiji : 27% (4/15) Georgia : 7% (1/15) Australia : 7% (1/15) Canada : 7% (1/15) Uruguay : 7% (1/15),France : 61% (14/23) Fiji : 17% (4/23) Georgia : 4% (1/23) Australia : 4% (1/23) Canada : 4% (1/23) Uruguay : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres,926 kg (115.75 kg),27 ans,26 ans,200 cm,France : 73% (11/15) New Zealand : 13% (2/15) Samoa : 7% (1/15) Ireland : 7% (1/15),France : 78% (18/23) New Zealand : 9% (2/23) Samoa : 4% (1/23) Ireland : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon," Date :  Saturday, December 2, 2023 Kick Off : 17:00 Venue : Stade Pierre Fabre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,52_33_12_60,1,19,1,7,2,11_43,3,34_53_61,0,,29 - 14
919 kg (114.88 kg),29 ans,28 ans,204 cm,France : 60% (9/15) New Zealand : 13% (2/15) Argentina : 13% (2/15) Australia : 7% (1/15) Ireland : 7% (1/15),France : 70% (16/23) New Zealand : 9% (2/23) Argentina : 9% (2/23) Australia : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Oyonnax,939 kg (117.38 kg),26 ans,28 ans,202 cm,France : 73% (11/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Australia : 7% (1/15) Tonga : 7% (1/15),France : 74% (17/23) Australia : 9% (2/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux," Date :  Saturday, December 2, 2023 Kick Off : 17:00 Venue : Stade Charles-Mathon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,24_72,4,19_78_40_44,3,9_33_48,1,3,2,25_73,3,20_41_79,23 - 29
946 kg (118.25 kg),27 ans,28 ans,199 cm,France : 73% (11/15) Tonga : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15) Italy : 7% (1/15),France : 65% (15/23) Argentina : 9% (2/23) Georgia : 9% (2/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Italy : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 20 / 23 (87%)  PRO NON-JIFF PLAYER : 2 / 23 (9 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bayonne,957 kg (119.63 kg),28 ans,27 ans,202 cm,France : 53% (8/15) South Africa : 27% (4/15) New Zealand : 7% (1/15) United-States : 7% (1/15) Fiji : 7% (1/15),France : 52% (12/23) South Africa : 17% (4/23) New Zealand : 4% (1/23) United-States : 4% (1/23) Fiji : 4% (1/23) Georgia : 4% (1/23) Canada : 4% (1/23) Italy : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier," Date :  Saturday, December 2, 2023 Kick Off : 17:00 Venue : Stade Jean Dauger Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,18_44_75_52,3,22_60_83,2,12_34,0,,4,19_45_53_76,2,61_84,34 - 19
902 kg (112.75 kg),28 ans,29 ans,204 cm,France : 33% (5/15) Australia : 20% (3/15) Argentina : 20% (3/15) Moldova : 7% (1/15) Samoa : 7% (1/15) New Zealand : 7% (1/15) Tonga : 7% (1/15),France : 48% (11/23) Argentina : 17% (4/23) Australia : 13% (3/23) Moldova : 4% (1/23) Samoa : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 6 / 15 (40 %)  PRO NON-JIFF PLAYER : 9 / 15 (60 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 13 / 23 (57%)  PRO NON-JIFF PLAYER : 10 / 23 (43 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont,906 kg (113.25 kg),27 ans,26 ans,203 cm,France : 73% (11/15) South Africa : 13% (2/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) Fiji : 13% (3/23) South Africa : 9% (2/23) Georgia : 9% (2/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92," Date :  Saturday, December 2, 2023 Kick Off : 21:05 Venue : Stade Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,11_18,2,78_72,3,41_50_76,2,21_29,2,12_19,1,73,23 - 18
908 kg (113.50 kg),29 ans,26 ans,199 cm,France : 60% (9/15) Georgia : 7% (1/15) Argentina : 7% (1/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),France : 61% (14/23) South Africa : 13% (3/23) Georgia : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Paris,922 kg (115.25 kg),28 ans,26 ans,208 cm,France : 80% (12/15) Australia : 7% (1/15) New Zealand : 7% (1/15) Argentina : 7% (1/15),France : 78% (18/23) Australia : 9% (2/23) New Zealand : 4% (1/23) Argentina : 4% (1/23) United-States : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse," Date :  Sunday, December 3, 2023 Kick Off : 21:05 Venue : Stade Jean Bouin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,50_8_74,2,53_69,2,38_47,0,,3,9_51_75,1,70,27 - 12
964 kg (120.50 kg),28 ans,29 ans,198 cm,France : 20% (3/15) Samoa : 13% (2/15) Italy : 13% (2/15) South Africa : 13% (2/15) Argentina : 13% (2/15) Australia : 13% (2/15) England : 7% (1/15) Fiji : 7% (1/15),France : 39% (9/23) Samoa : 13% (3/23) Argentina : 13% (3/23) Italy : 9% (2/23) South Africa : 9% (2/23) Australia : 9% (2/23) England : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 13 / 23 (57%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Perpignan,946 kg (118.25 kg),27 ans,28 ans,199 cm,France : 73% (11/15) Tonga : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15) Italy : 7% (1/15),France : 74% (17/23) Tonga : 4% (1/23) Argentina : 4% (1/23) South Africa : 4% (1/23) Italy : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bayonne," Date :  Friday, December 22, 2023 Kick Off : 19:00 Venue : Stade Aimé Giral Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,6_28_35_69_57_15,1,22,0,,1,11,3,16_35_70,1,23,36 - 10
952 kg (119.00 kg),26 ans,27 ans,202 cm,France : 80% (12/15) New Zealand : 7% (1/15) Australia : 7% (1/15) Tonga : 7% (1/15),France : 78% (18/23) New Zealand : 4% (1/23) Australia : 4% (1/23) Tonga : 4% (1/23) Congo : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux,950 kg (118.75 kg),27 ans,26 ans,200 cm,France : 73% (11/15) Samoa : 7% (1/15) Ireland : 7% (1/15) Georgia : 7% (1/15) South Africa : 7% (1/15),France : 70% (16/23) Samoa : 4% (1/23) Ireland : 4% (1/23) Georgia : 4% (1/23) South Africa : 4% (1/23) England : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon," Date :  Friday, December 22, 2023 Kick Off : 21:00 Venue : Stade Chaban-Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,54_34_43_80_50_66,1,23,2,3_18,1,29,5,44_51_55_67_81,1,24,46 - 10
900 kg (112.50 kg),27 ans,27 ans,203 cm,France : 60% (9/15) England : 13% (2/15) Fiji : 13% (2/15) Georgia : 7% (1/15) South Africa : 7% (1/15),France : 61% (14/23) England : 9% (2/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Georgia : 4% (1/23) New Zealand : 4% (1/23) Portugal : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92,910 kg (113.75 kg),28 ans,28 ans,204 cm,France : 60% (9/15) New Zealand : 13% (2/15) Australia : 7% (1/15) Argentina : 7% (1/15) Portugal : 7% (1/15) Ireland : 7% (1/15),France : 61% (14/23) New Zealand : 9% (2/23) Argentina : 9% (2/23) Australia : 4% (1/23) Portugal : 4% (1/23) Ireland : 4% (1/23) Samoa : 4% (1/23) Scotland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Oyonnax," Date :  Saturday, December 23, 2023 Kick Off : 14:00 Venue : Paris La Défense Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",10,49_43_58_82_53_32_40_45_73_65,1,78,0,,1,13,8,33_40_44_46_50_66_74_83,1,79,66 - 10
